city,lat,alt,avgTemp,avgPressure,precipitation,maxHumidity,minHumidity,utc
"Curitiba,Brazil",-0.141271967222,1.29564318631,-2.34994763077,2.38720955169,-0.615155333475,0.9818181818,0.5390909091,-3.0
"Surabaya,Indonesia",-0.0403192883333,-0.552330348034,0.7137255961,0.155594196336,0.066785467094,0.8809090909,0.5781818182,7.0
"SanDiego(CA),UnitedStates",0.1817541,-0.536187789434,-0.524780602226,0.916989631627,-0.615155333475,0.7481818182,0.5109090909,-7.0
"Seattle(WA),UnitedStates",0.264478941667,-0.452538189795,-1.61662159255,1.53145893483,-0.152926649403,0.8790909091,0.4372727273,-7.0
"ROME,Italy",0.232793241667,-0.459435706364,-0.286857042616,0.138252442692,-0.615155333475,0.838,0.412,2.0
"DaresSalaam,Tanzania",-0.0377353,-0.443145842614,0.208545435997,1.22627245917,-0.571300619564,0.9745454545,0.5345454545,3.0
"Taichung,China",0.134154087778,-0.382401428269,0.501875852004,-0.0755827726849,-0.615155333475,0.9527272727,0.7263636364,8.0
"Jaipur,India",0.14951352,0.31894716285,1.9359356604,-1.27529972437,-0.615155333475,0.5190909091,0.1727272727,5.5
"CARACAS,Venezuela",0.0582255205556,1.24233104137,0.909279206174,0.513488307773,-0.615155333475,0.7372727273,0.4972727273,-4.5
"DAKAR,Senegal",0.0820250233333,-0.54634052742,0.0618802297865,0.882442809591,-0.615155333475,0.9036363636,0.6063636364,0.0
"Kaohsiung,China",0.125294661667,-0.556526549826,0.746317864147,-0.0363933083775,-0.615155333475,0.9781818182,0.7536363636,8.0
"Minneapolis(MN),UnitedStates",0.249876405556,-0.045753782218,-0.0196004421231,0.602927626769,1.10044107307,0.8572727273,0.49,-5.0
"Lucknow,India",0.149148298333,-0.327144761903,1.6426052444,-1.60806892348,-0.198535551802,0.7645454545,0.3154545455,5.5
"AMMAN,Jordan",0.177474258889,1.00796050209,0.25743383986,0.391277122376,-0.615155333475,0.64,0.1254545455,3.0
"TelAviv-Yafo,Israel",0.178251666111,-0.525247237305,0.192249301974,0.0897776938426,-0.615155333475,0.8172727273,0.5881818182,3.0
"Guayaquil,Ecuador",-0.0120610994444,-0.495317524466,0.48557971798,0.444940803896,-0.610769862132,0.8381818182,0.4254545455,-5.0
"KYIV(KIEV),Ukraine",0.280278333333,-0.246206939032,-0.883295554326,0.265925480653,-0.308172336339,0.9718181818,0.4063636364,3.0
"Faisalabad(Lyallpur),Pakistan",0.174548412222,-0.174933587723,,,,,,
"Mashhad,Iran",0.201447012778,1.44284014598,0.192249301974,0.662189846104,-0.597613447862,0.5345454545,0.09727272727,4.5
"Izmir,Turkey",0.213465188889,-0.544259840407,0.0618802297865,0.216767906356,-0.606384390789,0.7818181818,0.1990909091,3.0
"Rawalpindi,Pakistan",0.186657744444,0.464349732435,1.47964390237,-1.23337925868,-0.220462908758,0.6554545455,0.2627272727,5.0
"TASHKENT,Uzbekistan",0.229441643333,0.342302722297,0.387802912047,-0.0927879912805,-0.417809121116,0.6909090909,0.1872727273,5.0
"Katowice,Poland",0.279249399444,-0.0238185654223,-1.32329117654,-0.0343451324414,-0.0691641457408,0.9454545455,0.3209090909,2.0
"Changchun,China",0.243428177778,-0.120035130973,-0.801814882417,-0.907027897797,0.156687630587,0.9190909091,0.4109090909,8.0
"Campinas,Brazil",-0.127277129444,0.870845888781,-1.48625251857,2.21174444012,-0.615155333475,0.9118181818,0.35,-3.0
"Daegu(Taegu),SouthKorea",0.199285752222,-0.469268107373,0.0129918259237,-0.53138242757,-0.604191655118,0.79,0.3381818182,9.0
"Changsha,China",0.156823383333,-0.439329194863,0.567060388097,-0.752591286601,-0.615155333475,0.8881818182,0.5518181818,8.0
"Nagpur,India",0.117476668889,0.0679620377746,1.59371684233,-1.06050861345,-0.12398253825,0.71,0.2709090909,5.5
"SanJuan,Philippines",0.0811078588889,-0.514522701888,0.681133328054,0.0907334391845,1.22674264886,0.8772727273,0.57,8.0
"Aleppo,Syria",0.201122803889,0.216427896877,,,,,,
"LISBON,Portugal",0.215123624444,-0.451810087679,-0.704038078276,1.40706303845,-0.615155333475,0.8654545455,0.4490909091,1.0
"FrankfurtamMain,Germany",0.278394011667,-0.366610533773,-1.45366025052,0.0385719436095,-0.615155333475,0.9736363636,0.5436363636,2.0
"Nanchang,China",0.1593494,-0.53485744035,0.452987449933,-0.620685211516,2.16961899819,0.9018181818,0.5809090909,8.0
"Birmingham,UnitedKingdom",0.291590238889,-0.300335621731,-1.50254865259,-0.315771956151,-0.615155333475,0.9890909091,0.6609090909,1.0
"Tampa(FL),UnitedStates",0.155280972222,-0.554888892092,0.860390804104,1.20374192305,1.14517288111,0.9390909091,0.5936363636,-4.0
"Medan,Indonesia",0.0199733088889,-0.520054534956,0.583356522121,0.00088451504277,-0.240197529801,0.9890909091,0.5836363636,7.0
"Dalian,China",0.216188905556,-0.507939907208,-0.28033858829,-0.860601324884,-0.198535551802,0.8927272727,0.4245454545,8.0
"TUNIS,Tunisia",0.204480526667,-0.552883150625,0.143360899904,0.433607343418,-0.571300619564,0.7945454545,0.2918181818,1.0
"Shijiazhuang,China",0.21134615,-0.395345827069,0.404099046071,-1.08358528975,-0.615155333475,0.7890909091,0.2972727273,8.0
"Manchester,UnitedKingdom",0.297115329444,-0.446711732768,-1.61662159255,-0.309354208041,-0.615155333475,0.9672727273,0.6781818182,1.0
"PORT-AU-PRINCE,Haiti",0.103302194444,-0.536437768018,1.13742508609,0.918764887669,-0.615155333475,0.7772727273,0.4345454545,-5.0
"DAMASCUS,Syria",0.186187818333,0.850499264208,0.208545435997,0.162148479495,-0.615155333475,0.6818181818,0.1118181818,3.0
"Ji_nan,China",0.203617866667,-0.265187981768,0.501875852004,-0.930104574103,0.788195510231,0.69,0.27,8.0
"Fukuoka,Japan",0.186613081667,-0.550771667538,0.110768631857,-0.440577457679,-0.615155333475,0.8636363636,0.5618181818,9.0
"SANTODOMINGO,DominicanRepublic",0.102700319444,-0.462428514429,0.827798536057,1.20975006602,-0.615155333475,0.8981818182,0.5936363636,-4.0
"HAVANA,Cuba",0.128408847222,-0.552225449849,0.550764254074,1.24224871212,-0.615155333475,0.8972727273,0.4572727273,-4.0
"Cali,Colombia",0.019175815,1.50341956716,0.0781763638099,1.12618235494,-0.599806183534,0.9781818182,0.4336363636,-5.0
"Denver(CO),UnitedStates",0.220773532222,2.70140434618,-0.443299930317,0.520998486477,-0.219805087984,0.7681818182,0.2536363636,-6.0
"St.Louis(MO),UnitedStates",0.214594458333,-0.27878644793,0.681133328054,0.862370204766,-0.397855226241,0.8536363636,0.3781818182,-5.0
"Colombo,Brazil",-0.140516546667,1.48602496132,-2.34994763077,2.38720955169,-0.615155333475,0.9818181818,0.5390909091,-3.0
"Dubai,UnitedArabEmirates",0.140026940556,-0.563275045822,1.72408591631,-1.36255433238,-0.615155333475,0.6445454545,0.1990909091,4.0
"Baltimore(MD),UnitedStates",0.218279915556,-0.544903739717,0.0292879599471,0.916989631627,-0.16959144065,0.6581818182,0.3354545455,-4.0
"Sapporo,Japan",0.239233865556,-0.501130322541,-1.2906989085,-0.703388200621,-0.615155333475,0.92,0.8266666667,9.0
"Rotterdam,Netherlands",0.288469000556,-0.552531088232,-1.63291772657,-0.135391132216,0.641282218798,0.9809090909,0.5627272727,2.0
"Vancouver,Canada",0.273792939444,-0.501067330519,-1.84476747067,,0.422008649484,0.8545454545,0.4990909091,-7.0
"Preston,UnitedKingdom",0.29868445,-0.495802881629,-1.60032545853,-0.324784170595,-0.00557481078686,0.9509090909,0.6263636364,1.0
"Patna,India",0.142189415,-0.454849893738,1.33297869616,-1.56136926545,-0.0932842383677,0.8809090909,0.4281818182,5.5
"SANA_A,Yemen",0.0853858061111,4.0523443002,,,,,,
"WARSAW,Poland",0.290164864444,-0.336316246511,-1.19292210256,-0.0587873094394,-0.198535551802,0.8809090909,0.2645454545,2.0
"Bonn,Germany",0.281874611111,-0.446520327949,-1.50254865259,-0.0224653815645,-0.615155333475,0.9836363636,0.53,2.0
"ACCRA,Ghana",0.03113176,-0.443366127233,0.338914509977,0.883671775234,0.0777491456923,0.9890909091,0.6472727273,0.0
"BUCHAREST,Romania",0.246815374444,-0.420769502087,-0.475892198364,0.147401192185,0.253168001095,0.9790909091,0.4327272727,3.0
"Yokohama,Japan",0.196909487778,-0.540950180389,-0.149969516103,-0.180315669389,-0.615155333475,0.9672727273,0.6272727273,9.0
"Kunming,China",0.13822275,3.38391705772,-0.81811101644,1.18721952991,0.527259962677,0.9945454545,0.5981818182,8.0
"Guiyang,China",0.148042561111,2.04636658527,-0.378115394223,-0.0944265620701,-0.121789802579,0.9781818182,0.6372727273,8.0
"Zibo,China",0.204519372222,-0.488592263657,0.355210644,-1.02678115191,-0.615155333475,0.8636363636,0.3654545455,8.0
"Incheon,SouthKorea",0.208090309444,-0.476093666536,-0.475892198364,-0.484273029208,-0.606384390789,0.9836363636,0.5645454545,9.0
"Zhengzhou,China",0.193036727778,-0.34269334112,0.61594879196,-0.962057080009,1.0293964365,0.81,0.2554545455,8.0
"Taiyuan,China",0.210392166667,1.04596963215,-0.247746320243,-0.489461961878,-0.358605257264,0.8627272727,0.2336363636,8.0
"Chaoyang(Guangdong),China",0.129249644444,-0.531500635879,0.860390804104,-0.328197997426,2.0029710833,0.9818181818,0.6754545455,8.0
"BRASILIA,Brazil",-0.0877453161111,1.66922467759,-1.01366462651,2.18470779679,-0.615155333475,0.9563636364,0.2690909091,-3.0
"Zhongshan,China",0.125094438889,-0.540077964306,0.7137255961,-0.483863424062,0.112832916676,0.95,0.7518181818,8.0
"WestMidlands,UnitedKingdom",0.291528190556,-0.333771793946,-1.50254865259,-0.315771956151,-0.615155333475,0.9890909091,0.6609090909,1.0
"Giza,Egypt",0.166739198333,-0.518390299284,0.925575340197,0.12377822548,-0.615155333475,0.7754545455,0.1581818182,2.0
"QuezonCity,Philippines",0.0815335627778,-0.468723702039,0.681133328054,0.0907334391845,1.22674264886,0.8772727273,0.57,8.0
"Nanhai,China",0.127938644444,-0.550728714885,0.860390804104,-0.538483001127,2.78358499101,0.98,0.5954545455,8.0
"Fuzhou(Fujian),China",0.144858377778,-0.547424498136,0.48557971798,-0.396199210905,0.843013902499,0.9781818182,0.6554545455,8.0
"Lanzhou,China",0.200339383333,2.5543617022,-0.99736849249,0.781669879914,-0.615155333475,0.7536363636,0.2090909091,8.0
"Xiamen,China",0.135999077778,-0.563262396509,0.778910133987,-0.358511782338,0.152302159245,0.9854545455,0.7236363636,8.0
"Chittagong,Bangladesh",0.124152980556,-0.486152545185,0.860390804104,-1.12687125614,-0.615155333475,0.9,0.6745454545,6.0
"Zaozhuang,China",0.1933916,-0.384492035395,0.241137705837,-0.793419321698,1.49206366776,0.8309090909,0.3754545455,8.0
"Jilin,China",0.243869666667,-0.124909023232,-0.801814882417,-0.907027897797,0.156687630587,0.9190909091,0.4109090909,8.0
"Linyi,China",0.195025966667,-0.428183286107,,,,,,
"Wenzhou,China",0.155521266667,-0.549368457095,,,,,,
"STOCKHOLM,Sweden",0.329607352778,-0.52795679606,-1.97513654465,-0.328880672671,-0.615155333475,0.9254545455,0.3754545455,2.0
"PuebladeZaragoza,Mexico",0.105784981667,3.82810883725,-0.964776224443,1.84019547197,2.68052641277,0.94,0.2236363636,-5.0
"Puning,China",0.12943,-0.534847508528,0.860390804104,-0.328197997426,2.0029710833,0.9818181818,0.6754545455,8.0
"BAKU,Azerbaijan",0.224495898333,-0.519528376669,-0.198857918173,0.519632985785,-0.615155333475,0.88,0.3318181818,4.0
"Ibadan,Nigeria",0.0409863083333,-0.106392962534,0.402288364512,0.891439853474,-0.615155333475,0.9388888889,0.6288888889,1.0
"Brisbane,Australia",-0.152609837222,-0.513031866073,-1.17662596854,1.90560236932,0.639089483126,0.9509090909,0.4454545455,10.0
"MINSK,Belarus",0.299469665556,-0.144191390378,-1.32329117654,0.0668374023818,-0.235812058458,0.9590909091,0.3627272727,3.0
"Sikasso,Mali",0.06290213,0.279725986857,0.501875852004,0.352770483517,2.08190956892,0.9027272727,0.4954545455,0.0
"Nanchong,China",0.171321072222,0.125490727575,0.599652657937,-0.995511471451,-0.558144205535,0.7490909091,0.3072727273,8.0
"Nanning,China",0.126761122222,-0.404588363203,0.811502402033,-0.716952033971,0.0909055597209,0.9327272727,0.5654545455,8.0
"Urumqi,China",0.243475511111,1.14398177499,0.61594879196,-0.0141358423644,-0.615155333475,0.5845454545,0.2527272727,8.0
"Yantai,China",0.208132344444,-0.558400530127,,,,,,
"Fuyang(Zhejiang),China",0.166937177778,-0.52453929949,0.387802912047,-0.614677068553,0.799159188829,0.9845454545,0.5654545455,8.0
